,Days to Maturity,Implied Volatility,Historical Volatility
0,30,0.4232814527974459,0.08124956045070961
1,23,0.8530136800065503,0.2213368861641247
2,34,0.18179260916535928,0.18299994634603794
3,56,0.23977488280672266,0.1385565363635827
4,9,0.19584182452178892,0.17421721010409869
5,218,0.23838336493542825,0.13067150796408777
6,48,0.2979965886432794,0.11297696619645109
7,308,0.17300738803466723,0.15234951903134158
8,30,0.18953388969757884,0.1441217034861641
9,1253,0.27982201218841135,0.22149752857175328
10,947,0.2186799231038223,0.1874124693043417
11,62,0.21365292994780255,0.2516462808831296
12,1547,0.16862697620103667,0.21923971946639473
13,90,0.26238022769101293,0.22700531234138757
14,15,0.21473691012938043,0.19287215284396905
15,58,0.22621073770986616,0.1801847900042027
16,13,0.6003888448884086,0.11924107688480215
17,90,0.21922896480881335,0.1203118589344561
18,14,0.14093350575469019,0.20621677555748533
19,7,0.2366464214159076,0.2514854778921767
20,16,0.6922399606431527,0.10743469204065836
21,35,0.4062688104241235,0.1760459307820167
22,454,0.32928492481313965,0.17611505935192898
23,779,0.11408804754739167,0.238781756335236
24,13,0.21248599514916827,0.1730002332931307
25,6,0.14231149265736892,0.04198032560149794
26,6,0.5247680151436076,0.17190888159747492
27,57,0.2995383667232121,0.15258082922147045
28,24,0.19250324661663273,0.11721399864105748
29,50,0.19601441422933674,0.12413087784165976
30,31,0.2200688374818505,0.13230680786791482
31,55,0.3278176657103375,0.17568853228001916
32,28,0.30120601688704973,0.17026851684029784
33,1668,0.14508098457882684,0.2046825808494025
34,3,0.2562558883998857,0.0
35,51,0.18695581300719646,0.10154158307885063
36,52,0.24741628174745076,0.23093687491162498
37,54,0.29731033763079934,0.17756397997452963
38,3,0.2164456676431232,0.0
39,27,0.2073367317436759,0.10716370399223016
40,36,0.4838181287509516,0.19968709030121976
41,35,0.16177077895263886,0.1555128746162278
42,9,0.26971461639937744,0.20032144325992862
43,24,0.3339024852361353,0.1289705768788007
44,44,0.1449075927347873,0.18771661534285547
45,2,0.30364930905758125,0.0
46,49,0.1433372188994557,0.17244934032095194
47,10,0.41810341671859724,0.09663126907447096
48,37,0.19693375978754246,0.20347436988273102
49,941,0.27350558029151145,0.23583206569053813
50,57,0.1753375085742624,0.25295027089252886
51,43,0.19518340899658596,0.2687517641176255
52,192,0.12941962258200948,0.14152863723046327
53,57,0.3424359668777432,0.19110530050629732
54,29,0.4017566114672163,0.16063253061957894
55,8,0.08238630410179797,0.10702240759082411
56,7,0.2659018112093223,0.2514854778921767
57,58,0.18733859520165994,0.17439288234996286
58,1274,0.1298432401922704,0.2120717434112776
59,49,0.15224991764631277,0.12053840457446771
60,59,0.16381896243354302,0.22698881301518223
61,1695,0.2826631673812014,0.20710460529376978
62,52,0.24750354661230303,0.1342807797081212
63,22,0.17221442334649145,0.3194357285667745
64,27,0.5252175208230819,0.12360742610933127
65,899,0.2383443222619,0.1693578671809538
66,30,0.6333739184585633,0.16592313349902704
67,43,0.3363951323432939,0.1512277570994323
68,52,0.13318070768964035,0.1028018502496076
69,23,0.5539461586333542,0.1871119925973837
70,533,0.17896006295021577,0.17884933850229023
71,16,0.19628243908382012,0.2003083368276896
72,17,0.7838272925580404,0.13239257414561367
73,64,0.3003609105936826,0.17555401299970738
74,27,0.19165454621577746,0.18076141087872302
75,1330,0.39854306392341715,0.216921036225311
76,78,0.15818426157237483,0.16888045123053813
77,37,0.22431604521937085,0.11090500560306826
78,24,0.7566193585599638,0.1761580782634719
79,1413,0.06366570613436678,0.20494612435079332
80,44,0.2490315936733463,0.19579481667150714
81,15,0.14419220115162784,0.14354309629706483
82,48,0.39210173797440667,0.13828206663355477
83,16,0.2405897853479977,0.20271306797264177
84,51,0.17828029027862904,0.1541353925716936
85,38,0.2633194663885931,0.12069954339059501
86,2,0.3121324435284806,0.0
87,720,0.18553082165687773,0.24894852222983757
88,41,0.4370093192866612,0.18841801012298875
89,458,0.157626339283574,0.17488516577336036
90,3,0.39357516238035944,0.0
91,1183,0.45113154909879233,0.2260472629926887
92,41,0.3544846396284005,0.18738355863311484
93,15,0.6621818217087434,0.17317605572859807
94,50,0.24134423321852594,0.10216971289326111
95,34,0.3204713639267367,0.11974766911763529
96,37,0.4998365522550211,0.13150828010620733
97,23,0.7440965391020414,0.12839911852220803
98,1,0.6545796391032526,0.0
99,76,0.1914705567750252,0.23030707544156676
100,1045,0.250050209246273,0.2292017125007947
101,44,0.42634734472605423,0.21243424476535333
102,463,0.07462397106328321,0.16179649967592336
103,89,0.21956515139666707,0.16596563316168647
104,1,0.4637465768673626,0.0
105,62,0.14394984634710006,0.19160423976315033
106,50,0.14765331823513925,0.19122060253115378
107,41,0.34845360347036014,0.11295421006537193
108,34,0.49679602717134375,0.17653054722266517
109,1676,0.2261583622684087,0.20649228874410783
